"district_type";"district";"party";"rank_list";"name";"birth_year";"beruf";"pref_votes_abs"
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";86;"Schieder, Mag.  Andreas";1969;"Mitglied des Europäischen Parlaments";40
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";17
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";2
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";2
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";87;"Regner, Mag. Evelyn";1966;"Mitglied des Europäischen Parlaments";12
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";17
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";12
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";88;"Sidl, Mag. Dr. Günther";1975;"Mitglied des Europäischen Parlaments";5
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";8
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";1
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";5
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";89;"Vollath, Mag. Dr. Bettina";1962;"Mitglied des Europäischen Parlaments";1
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";14
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";13
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";1
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";90;"Heide, Hannes";1966;"Mitglied des Europäischen Parlaments, Bürgermeister";0
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";1
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";91;"Getzinger, MAS, Alexia Christiana";1967;"Direktorin";0
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";35
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";1
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";6
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";6
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";2
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";92;"Mernyi, Wilhelm";1968;"Bundesgeschäftsführer";20
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";22
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";20
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";93;"Lagger-Pöllinger, Marika";1969;"Bürgermeisterin";1
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";40
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";4
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";35
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";94;"Pellini, Christian";1973;"Erwachsenenbildner";0
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";123
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";2
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";8
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";13
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";5
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";2
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";95;"Pittermann, Dr. Elisabeth";1946;"Pensionistin";92
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";37
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";35
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";1
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";96;"Rakuscha, MEd, Maximilian";1992;"Landesbediensteter";0
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";90
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";1
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";80
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";2
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";97;"Allen-Stingeder, Mag., BEd,  Beverley Moshopeh";1967;"Berufsschullehrerin";6
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";7
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";1
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";98;"Stich, Paul";1998;"Verbandssekretär, Angestellter";5
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";70
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";4
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";99;"Weninger, Katharina";1986;"Geschäftsführerin";66
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";28
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";18
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";3
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";100;"Buljubasic, Mirza";1990;"Rechtspraktikant";7
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";54
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";53
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";101;"Nussbaum, Mag. Verena";1970;"Angestellte";1
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";39
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";1
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";33
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";2
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";1
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";102;"Jurisic, Darko";1980;"Lehrer";2
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";8
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";1
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";2
"Bundeswahlkreis";"OÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";0
"Bundeswahlkreis";"S";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";0
"Bundeswahlkreis";"Stmk";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";0
"Bundeswahlkreis";"Tirol";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";0
"Bundeswahlkreis";"Vlbg";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";0
"Bundeswahlkreis";"Wien";"Sozialdemokratische Parei Österreichs (SPÖ)";103;"Springler, Mag. Dr. Elisabeth";1975;"Studiengangsleiterin (FH-BFI Wien)";5
"Bundeswahlkreis";"Gesamt";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";17
"Bundeswahlkreis";"B";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"K";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
"Bundeswahlkreis";"NÖ";"Sozialdemokratische Parei Österreichs (SPÖ)";104;"Oxonitsch, Christian";1961;"Landtagsabgeordneter";0
