"district_type";"district";"party";"rank_list";"name";"birth_year";"beruf";"pref_votes_abs"
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";168;"Dietrich, Stefan Albert";1990;"Computer Graphics Engineer";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";169;"Illetschko, Maria";1963;"Pensionistin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";11
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";1
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";170;"Neuhold, Simon";1998;"Student";10
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";171;"Filip, Irene";1952;"Pensionistin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";1
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";172;"Cech, Christine";1957;"Pensionistin";1
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";9
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";1
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";173;"Ünal, Hatay";1973;"Arbeiter";8
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";174;"Falbesoner, Nadine";1993;"Studentin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";1
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";1
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";175;"Madlung-Kratzer, Ekkehard";1958;"Arzt";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";3
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";176;"Kubetschka, Katrin";1976;"Buchhändlerin";3
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";1
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";177;"Kurt, Cevdet";1970;"Flüchtlingsbetreuer";1
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";178;"Pointner, Manuela";1965;"Dipl. Sozialarbeiterin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";2
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";1
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";179;"Mugrauer, Dr. Manfred";1977;"Historiker";1
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";180;"Tatschl, Mag.  Barbara";1981;"Dipl. Pädagogin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";181;"Maderthaner, Rafael";1993;"Student";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";182;"Stiefsohn, Waltraud";1958;"Berufsschullehrerin";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";10
"Bundeswahlkreis";"B";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";0
"Bundeswahlkreis";"K";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";0
"Bundeswahlkreis";"NÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";0
"Bundeswahlkreis";"OÖ";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";5
"Bundeswahlkreis";"S";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";0
"Bundeswahlkreis";"Stmk";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";0
"Bundeswahlkreis";"Tirol";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";4
"Bundeswahlkreis";"Vlbg";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";1
"Bundeswahlkreis";"Wien";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";183;"Frei, Marco Christian Stephan";1976;"Assistent für Menschen mit Beeinträchtigungen";0
"Bundeswahlkreis";"Gesamt";"Alternative Listen, KPÖ Plus, Linke und Unabhängige (KPÖ)";184;"Oberauer, Christine";1974;"Angestellte";0
